Genus,RA,TAX_ID
Bifidobacterium,0.4193256151186806,1678
Parabacteroides,0.11860495773853381,375288
Bacteroides,0.10290419201451943,816
Prevotella,0.08276880816636026,838
Escherichia,0.06092784126734325,561
Clostridium,0.023936923062773428,1485
Roseburia,0.011431698501151192,841
Alistipes,0.011427610824576337,239759
Collinsella,0.009926922562033046,102106
Anaerostipes,0.0072791300606713395,207244
Anaerobutyricum,0.0068182445268565465,2569097
Akkermansia,0.0014317087203426291,239934
Citrobacter,0.0013974744290282265,544
Faecalibacterium,0.0010040355586985246,216851
Enterobacter,0.0009825752566805408,547
Klebsiella,0.0007286283494677334,570
Shigella,0.0007030803708748956,620
Lactobacillus,0.0006008884565035445,1578
Salmonella,0.0005983336586442607,590
Staphylococcus,0.0005983336586442607,1279
Blautia,0.0003326346812787479,572511
Phocaeicola,0.00029380175381763445,909656
Kosakonia,0.00020438382874270221,1330547
Leclercia,0.00019160983944628332,83654
Raoultella,0.00012569605467676185,160674
Cronobacter,0.00011343302495219973,413496
Butyricimonas,0.00011241110580848622,574697
Leptolyngbya,0.0001103672675210592,47251
Cedecea,9.554943993721329e-05,158483
Pluralibacter,8.226449106893764e-05,1330546
Eubacterium,7.153434005994578e-05,1730
Coprococcus,6.846858262880525e-05,33042
Olsenella,6.744666348509173e-05,133925
Lelliottia,6.642474434137822e-05,1330545
Limosilactobacillus,5.51836337605296e-05,2742598
Buttiauxella,5.262883590124582e-05,82976
Kluyvera,5.211787632938907e-05,579
Paraprevotella,4.956307847010529e-05,577309
Pseudomonas,4.8541159326391776e-05,286
Yokenella,4.2920604035967466e-05,158876
Mediterraneibacter,4.189868489225396e-05,2316020
Gordonibacter,4.087676574854044e-05,644652
Phytobacter,3.627812960182964e-05,447792
Lachnoclostridium,3.627812960182964e-05,1506553
Scandinavium,3.576717002997289e-05,2726810
Jejubacter,3.5256210458116133e-05,2815296
Chryseobacterium,3.167949345511885e-05,59732
Atlantibacter,2.963565516769182e-05,1903434
Shimwellia,2.8102776452121555e-05,1335483
Xanthomonas,2.8102776452121555e-05,338
Burkholderia,2.75918168802648e-05,32008
Faecalicatena,2.7080857308408043e-05,2005359
Eggerthella,2.7080857308408043e-05,84111
Pseudescherichia,2.1460302017983733e-05,2055880
Parolsenella,1.941646373055671e-05,2082587
Berryella,1.83945445868432e-05,2815775
Clostridioides,1.6861665871272932e-05,1870884
Duncaniella,1.6350706299416178e-05,2518495
Butyrivibrio,1.4306868011989156e-05,830
